job_name,company_name,job_city,salary,publish_detail,company_type,company_scale,industry,job_duty,发布日期
大数据运营工程师-温州地区,中国移动通信集团浙江有限公司,温州,,温州 本科 招若干人 03-14发布,上市公司,,通信/电信/网络设备,主要工作职责 1、负责大数据应用需求收集、挖掘、分析、需求评估实现并进行跟踪优化等工作； 2、负责大数据平台的应用维护，包括数据的同步、维护和模型发布； 3、负责大数据知识、技术能力、产品应用的培训宣传推广工作。 能力素质及知识技能要求 1、2020届普通高等学校全日制应届本科及以上学历毕业生，计算机类、信息类、数学统计类等相关专业；英语CET-4成绩达到425分及以上； 2、熟悉Hive/SQL或SAS/JAVA/R语言及Linux/Unix 平台开发，了解底层数据的架构技术以及应用层数据分析和算法的基本概念； 3、具备敏锐的商业敏感度和市场意识；优秀的数据分析能力、逻辑思维能力、细节关注能力；能够开发创新而实际的分析方法以解决复杂的商业问题，认可公司文化。,2026-03-14
数据分析工程师,系统集成有限责任公司,北京,,北京 本科 招3人 03-14发布,国企,,通信/电信运营、增值服务,工作地点：北京 学历要求： 本科及以上 专业要求： 通信、软件工程、计算机等相关专业毕业 岗位职责 1.参与项目需求分析，数据调研； 2.使用sql、统计学习算法、机器学习算法、深度学习算法进行数据分析、数据挖掘； 3.编写数据分析报告； 4. 通过数据分析，挖掘业务问题，提出优化建议； 应聘资格要求 1.本科及以上学习，计算机、数学相关专业，具有统计学习基础。 2、具备数据ETL所需的数据库、编程能力，具有python、java开发能力，具有良好的SQL能力； 3.了解大数据相关技术，Hadoop、hive、Flink、spark等； 4.具有统计学习算法基础，掌握机器学习、深度学习算法； 5、具备较强的沟通表达能力、较强 的服务意识，能够与客户进行有效沟通； 6、可以接受出差工作； 7、有一定金融行业数据分析经验者优先,2026-03-14
数据分析工程师,系统集成有限责任公司,北京,,北京 本科 招3人 03-14发布,国企,,通信/电信运营、增值服务,工作地点：北京 学历要求： 本科及以上 专业要求： 通信、软件工程、计算机等相关专业毕业 岗位职责 1.参与项目需求分析，数据调研； 2.使用sql、统计学习算法、机器学习算法、深度学习算法进行数据分析、数据挖掘； 3.编写数据分析报告； 4. 通过数据分析，挖掘业务问题，提出优化建议； 应聘资格要求 1.本科及以上学习，计算机、数学相关专业，具有统计学习基础。 2、具备数据ETL所需的数据库、编程能力，具有python、java开发能力，具有良好的SQL能力； 3.了解大数据相关技术，Hadoop、hive、Flink、spark等； 4.具有统计学习算法基础，掌握机器学习、深度学习算法； 5、具备较强的沟通表达能力、较强 的服务意识，能够与客户进行有效沟通； 6、可以接受出差工作； 7、有一定金融行业数据分析经验者优先,2026-03-14
安全数据分析师,龙湖集团,北京,,北京 本科 招若干人 03-14发布,上市公司,,房地产,"岗位职责： 1.深入了解网络安全业务知识,建立科学的数据评估模型及指标体系,监控业务发展中遇到的各种问题并寻求最优解决方案。 2.利用数据分析工具,为业务提供数据分析与挖掘,模型与算法等相关服务。 岗位要求： 1.对数据分析及信息安全工作有兴趣。 2.熟悉数据清理、数据分析、数据可视化方法。 3.熟练使用至少一种统计数学软件(R/Mmatlab等)。 4.扎实的网络安全知识基础和数理专业知识基础,对数据敏感,有缜密的逻辑思维能力。 5.具备出色的自驱力,学习力,洞察力,创新力,善于沟通协作,对技术充满热情,追求技术极致与创新。 6.熟悉至少一门编程语言。 7.具备数据分析项目经验者优先。",2026-03-14
大数据开发工程师,中国移动通信有限公司销售分公司,杭州,,杭州 本科 招5人 03-14发布,国企,,通信/电信/网络设备,主要工作职责 1、根据产品运营及生产需求，对业务数据进行挖掘分析，为专项问题提供数据支撑及优化建议； 2、收集业务需求，不断完善数据常态化的提取机制，搭建业务监控指标体系； 3、参与运营方案、需求分析，真正融入产品及业务，为产品运营及业务侧做好大数据分析与应用。 岗位要求 1、2020届普通高等院校全日制本科及以上毕业生，计算机类、通信类、电子信息类、统计类、数学类等相关专业；英语通过CET-6 425分及以上； 2、 熟练使用SQL进行数据提取，熟悉SAS、SPSS等数据分析/挖掘工具； 3、具备敏锐的数据观察和分析能力，良好的书面表达能力；对行为分析感兴趣，喜欢从数据中发现规律，乐于大数据的研究与运用。,2026-03-14
数据分析师,上海联蔚信息科技有限公司,南京,,南京 本科 招2人 03-14发布,民营公司,,计算机软件,1. 整理分析日常交易数据，行为数据，提供日常数据支持； 2. 本科及以上学历，数学、统计学、计算机相关专业； 3. 有数据分析相关项目经验者优先考虑； 4. 熟悉excel，PowerPoint等办公软件； 5. 对数据敏感，熟悉数据分析工具如SQL，Python 等； 6. 思维活跃、逻辑性强，具备快速学习能力及抗压能力；沟通、协调能力强,2026-03-14
大数据测试工程师,建信金融科技有限责任公司,厦门,,厦门 本科 招5人 03-14发布,国企,,金融/投资/证券,岗位职责： 1、负责参与系统和产品测试计划制定、测试环境搭建、测试用例编写、测试执行及测试报告编写。 2、负责自动化测试工具的调研和应用、自动化测试脚本的编写，利用自动化测试提高测试效能 3、负责参与产品缺陷跟踪和管理，保证项目质量和进度； 招聘要求： 1.本科及以上学历；计算机、软件工程等相关专业； 2.熟悉软件测试理论和方法，对软件测试有强烈的兴趣； 3.熟悉一种或多种测试工具的优先，如Selenium、QTP、Jmeter、LoadRunner、Jenkins 4.了解大数据技术和流计算框架的优先，包括但不限于Hadoop，Spark，Kafka，Flink、Storm 5.具备大数据领域测试经验的优先； 6.具备良好的数据和逻辑分析能力；有较强的学习能力、钻研精神；具备良好的沟通能力和团队协作精神。 7.具备良好的英语读写能力。,2026-03-14
大数据工程师(000384),技术中心,成都,,成都 硕士 招2人 03-14发布,国企,,家具/家电/玩具/礼品,1、自然语言处理、机器学习、数学、统计学、计算机相关专业优先； 2、用自然语言处理和机器学习完成对非结构化文本数据信息要素抽取和知识管理； 3、负责文本大数据挖掘算法建模、模型评估、参数调优； 4、熟悉Hadoop／Spark、Storm、Hive、HBase等主流的大数据技术； 5、熟悉Mysql、Mongodb、Redis等数据库应用开发,2026-03-14
大数据开发工程师（北京）,日常实习生项目,北京,,北京 本科 招若干人 03-14发布,外资（非欧美）,,机械/设备/重工,"工作内容： 此职位为日常实习生职位。实习周期：每周3-5天，不少于4个月 职位要求： 1. 熟练掌握Java开发, 有SpringMVC使用经验。 2. 熟悉Linux/Unix操作系统, 熟练使用Shell脚本编程。 3. 有RESTful API设计和开发经验。 4. 有Spark开发和部署经验。 5. 了解大数据Hadoop技术生态圈, 熟悉Yarn资源管理原理。 6. 了解Hive, Hbase, Storm, Kafka等组件的API调用。 7. 思维清晰, 条理性强, 优秀的沟通理解能力。 8. 熟练使用Git。 9. 有搭建Hadoop大数据平台经验者优先。 10. 有ETL和调度程序开发经验者优先。",2026-03-14
大数据工程师,中移（上海）信息通信科技有限公司,上海,,上海 本科 招若干人 03-14发布,国企,,通信/电信/网络设备,岗位主要职责： 负责大数据分析、建模、模型优化及应用开发等： 1、负责数据分析、建模、技术实现等； 2、对应用中的数据模型进行跟踪、调整和优化； 3、开发基于Hadoop/Spark/storm/flink生态的大数据定时/实时应用程序； 4、参与业务数据、生产日志的抽取、转储、检索等相关工作； 5、跟进大数据前沿技术的发展，将合适的技术方案适时引入业务场景； 6、大数据可视化的开发及后续技术支撑。 任职资格要求： 教育：计算机、信息系统、数学、统计学等相关专业全日制研究生学历 技能： 1.了解数据采集、存储、清洗、分析及挖掘等方面的相关技术 2.了解大数据平台运行的环境配置及安装部署方式 3.了解多项大数据处理/分析相关的工具/框架，如Hadoop、 MapReduce、Hive、Storm、Spark、flink、kafka及HBase等 4.大数据前段开发需有Echarts、D3.js等可视化开发经验者 5.有相关岗位实习经验者优先,2026-03-14
基础技术研究-人工智能、大数据算法研究,北京科东电力控制系统有限责任公司,北京,,北京 硕士 招3人 03-14发布,国企,,电气/电力/水利,工作内容：负责开展行业人工智能、大数据等新技术预研，跟踪国内外相关领域研究动态，开展基础、前瞻技术研究，开展新产品或原型系统研制等工作 其他：熟悉人工智能、大数据分析挖掘的基本原理与方法； 掌握人工智能、大数据分析的常用开发框架与开源软件，熟练掌握Java/Python； 有相关课题研究与项目经验者优先。,2026-03-14
VBA程序员、数据专员、数据工程师,深圳市汇福工程造价咨询有限公司广州分公司,广州-天河区,0.8-1万/月,广州-天河区 无需经验 本科 招2人 03-14发布,民营公司,50-150人,专业服务(咨询、人力资源、财会),"1、熟练应用office软件，精通EXCEL电子表格工具，能够掌握EXCEL多种常用函数及复杂数据分析功能； 2、负责Excel自动生成程序编写； 3、使用VBA宏等工具优化、改善现有流程，减少人工操作部分，提高工作效率； 4、日常数据统计及数据处理自动化。 任职条件： 1、熟悉VBA程序开发、有良好的编程习惯；具有独立的VBA开发能力和经验； 2、熟练掌握Excel，掌握常用函数和数据透视表； 3、要求具有一定的数据分析和处理能力,懂正则表达式更佳； 4、责任心强，工作细心。具有较强的分析和解决问题的能力，具备良好的团队协作能力。 5、VBA宏Excel编程VBA编程",2026-03-14
